Compound_Score,Neg_Score,Neu_Score,Pos_Score,Timestamp,Tweet_Text,Tweets_Ago,User
0.0,0.0,1.0,0.0,Mon Jan 08 19:10:06 +0000 2018,“I wasn't about the naysayers. I wanted to work extra hard”: How Kathryn Smith defied the odds and became the first… https://t.co/hpFdpgUDvW,55,CNN
-0.6486,0.301,0.699,0.0,Mon Jan 08 19:00:10 +0000 2018,64 migrants believed dead after boat sinks in Mediterranean https://t.co/r0MpOLqXq6 https://t.co/zVdhV20jPY,56,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:50:11 +0000 2018,6 times Oprah stoked or shot down 2020 speculation https://t.co/A0QTKeWeFZ https://t.co/ylR5k2sYrx,57,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:40:11 +0000 2018,"If Mitt Romney wants to become Utah's next senator, there's virtually nothing standing in the 2012 Republican presi… https://t.co/8reKntl31h",58,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:30:56 +0000 2018,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/l5XPljN5VS",59,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 18:20:07 +0000 2018,Removing a President using the 25th amendment would require a political apocalypse | Analysis by @zbyronwolf … https://t.co/l9XrU8kDSX,60,CNN
0.8126,0.0,0.684,0.316,Mon Jan 08 18:10:16 +0000 2018,"""She knows how to win""

""I adore Oprah""

Here's what Trump tweeted about Oprah in 2012: https://t.co/UNHSF2P0ZI https://t.co/G5eun8bAkk",61,CNN
0.6705,0.0,0.718,0.282,Mon Jan 08 18:00:16 +0000 2018,Steve Bannon knows the secret to getting back in Trump's good graces | Analysis by @CillizzaCNN… https://t.co/AdMp3q4TYL,62,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 17:52:25 +0000 2018,"Former independent counsel Ken Starr said Monday it's ""probable"" that President Trump will be interviewed face-to-f… https://t.co/Uwg3O0rWHT",63,CNN
-0.4215,0.135,0.865,0.0,Mon Jan 08 17:41:55 +0000 2018,"First, a “bomb cyclone” stranded some travelers at JFK Airport for days. Then a water main broke and flooded a bagg… https://t.co/15sydHfrJ8",64,CNN
0.6597,0.0,0.759,0.241,Mon Jan 08 17:30:04 +0000 2018,"Oprah Winfrey is actively thinking about running for president in 2020, two of her close friends tell CNN… https://t.co/BpVatGk2IA",65,CNN
0.3612,0.0,0.865,0.135,Mon Jan 08 17:20:04 +0000 2018,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/0YKh8QiuiU",66,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 17:10:11 +0000 2018,Billionaire Democratic megadonor Tom Steyer says he is not running for office in 2018 but will spend $30 million on… https://t.co/v5xdC74n9M,67,CNN
0.4404,0.0,0.818,0.182,Mon Jan 08 17:00:04 +0000 2018,Everything you need to know about tonight's College Football Playoff National Championship https://t.co/FhsvOJP9xX https://t.co/bDG4Tvjg7f,68,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:51:02 +0000 2018,"Sen. Bob Corker, who is traveling today on Air Force One with President Trump, has repaired his relationship with t… https://t.co/08W6Rf7UjF",69,CNN
0.5267,0.0,0.638,0.362,Mon Jan 08 16:40:12 +0000 2018,Samantha Barry named Glamour editor-in-chief https://t.co/51ofIh4CKF https://t.co/lQlXBv0giz,70,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:40:12 +0000 2018,Oprah knew exactly what she was doing on Sunday night | Analysis by @CillizzaCNN https://t.co/xjKabk5X6i https://t.co/cHR4UJaghV,71,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:30:16 +0000 2018,"Britain's Princess Charlotte, youngest child of the Duke and Duchess of Cambridge, started nursery school on Monday… https://t.co/XQNcXjP0ql",72,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 16:20:10 +0000 2018,"In a 1999 interview with Larry King, Donald Trump said that his first choice for a running mate would be Oprah Winf… https://t.co/0MpszMASLR",73,CNN
-0.7845,0.317,0.683,0.0,Mon Jan 08 16:12:47 +0000 2018,"Two people injured after a fire broke out on the roof of Trump Tower in New York City, authorities say… https://t.co/ljIDJEyPtm",74,CNN
0.8126,0.0,0.684,0.316,Mon Jan 08 16:00:49 +0000 2018,"""She knows how to win""

""I adore Oprah""

Here's what Trump tweeted about Oprah in 2012: https://t.co/5tipFwFnKt https://t.co/FvVhtJwdGI",75,CNN
0.2732,0.0,0.89,0.11,Mon Jan 08 15:47:11 +0000 2018,"The Trump administration will end protections for certain nationals of El Salvador, a source familiar with the deci… https://t.co/80O0ZX0BaD",76,CNN
-0.5574,0.175,0.825,0.0,Mon Jan 08 15:37:42 +0000 2018,"NOAA announces 2017 was the most expensive year on record for US weather disasters, costing $306 billion… https://t.co/hSUu12Ih9l",77,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 15:26:10 +0000 2018,Here's what Oprah Winfrey said at the Golden Globes last night https://t.co/5OhZO0Lf7s https://t.co/92Jg52kiI2,78,CNN
0.6597,0.0,0.779,0.221,Mon Jan 08 15:13:17 +0000 2018,"JUST IN: Oprah Winfrey is actively thinking about running for President in 2020, two of her close friends tell CNN… https://t.co/MTOfbFs1hj",79,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 14:50:34 +0000 2018,"In the US, the rate of children injuring their eyes with air guns skyrocketed between 1990 and 2012… https://t.co/caDglLpVeh",80,CNN
0.7717,0.0,0.676,0.324,Mon Jan 08 14:36:15 +0000 2018,Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show.… https://t.co/UrXYCKACnO,81,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 14:20:45 +0000 2018,"Former independent counsel Ken Starr said Monday it's ""probable"" that President Trump will be interviewed face-to-f… https://t.co/ZlUzOPOXsL",82,CNN
0.3612,0.0,0.839,0.161,Mon Jan 08 14:05:03 +0000 2018,Oprah's Golden Globes speech sounds like the start of a presidential campaign | via @BrianStelter… https://t.co/MijS85yfB2,83,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 13:54:42 +0000 2018,"Meet Kathryn Smith, the first woman to become a full-time coach in the NFL.

#BossFiles with @PoppyHarlowCNN: 

Lis… https://t.co/W2dXx3adXG",84,CNN
0.3612,0.0,0.865,0.135,Mon Jan 08 13:39:36 +0000 2018,"H&amp;M apologizes for using a black child to model a sweatshirt with a ""coolest monkey in the jungle"" slogan… https://t.co/y7EbbZfcj5",85,CNN
0.34,0.0,0.876,0.124,Mon Jan 08 13:25:15 +0000 2018,A former adviser to President Trump's presidential campaign says giving author Michael Wolff access at the White Ho… https://t.co/EKCQUEC7w5,86,CNN
0.1511,0.0,0.93,0.07,Mon Jan 08 13:10:04 +0000 2018,"""I want all the girls watching here, now, to know that a new day is on the horizon!"": Read Oprah Winfrey's rousing… https://t.co/5MAXNKZR8L",87,CNN
0.7717,0.0,0.705,0.295,Mon Jan 08 13:01:35 +0000 2018,"Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show. 

The #GoldenGlobes… https://t.co/3MMTFJdLmj",88,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 12:50:13 +0000 2018,"RT @NewDay: Will President Trump meet with Robert Mueller in the Russia probe?

Sen. Richard Blumenthal says, ""Unquestionably, there has to…",89,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 12:50:02 +0000 2018,"5 things for Monday:

- #GoldenGlobes
- Politics
- North and South Korea
- Las Vegas shooting
- Weather… https://t.co/YkRfGEq2zD",90,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 12:40:06 +0000 2018,"President Trump's physical is scheduled for Friday, but it's unlikely to shed light on the President's mental fitne… https://t.co/vc7h9eoFde",91,CNN
0.4767,0.0,0.721,0.279,Mon Jan 08 12:30:03 +0000 2018,Here's the full list of #GoldenGlobes winners https://t.co/lLZBW8GaHU https://t.co/2TXnmjW2KQ,92,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 12:20:07 +0000 2018,Congress returns this week with just eight legislative days before a possible government shutdown… https://t.co/ELaaV9I8FV,93,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 12:10:06 +0000 2018,"President Trump has deleted a tweet citing his ""consensual presidency"" https://t.co/9fvAoY07S3 https://t.co/MK7YIGsrtq",94,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 12:00:17 +0000 2018,"""We went to church"": Reactions to Oprah's speech https://t.co/YHsJcNPZaB https://t.co/BJBQk0pjen",95,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 11:53:05 +0000 2018,"If Mitt Romney wants to become Utah's next senator, there's virtually nothing standing in the 2012 Republican presi… https://t.co/mCjMeA9Mf0",96,CNN
-0.34,0.103,0.897,0.0,Mon Jan 08 11:52:33 +0000 2018,"RT @NewDay: Fmr. Trump campaign adviser Michael Caputo on Michael Wolf's 'Fire &amp; Fury': ""This book is trash.""

CNN's @ChrisCuomo: ""You guys…",97,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 11:43:05 +0000 2018,A record-breaking 22 women are now serving in the US Senate https://t.co/0HeTO3AfVb https://t.co/qx8e0zMFuC,98,CNN
0.7717,0.0,0.676,0.324,Mon Jan 08 11:34:12 +0000 2018,Stars transformed the red carpet. Shows featuring women won awards. Then Oprah stole the show.… https://t.co/CfQfzkm3GA,99,CNN
0.0,0.0,1.0,0.0,Mon Jan 08 11:14:02 +0000 2018,"US President Donald Trump has deleted a Tweet citing his ""consensual presidency"" (when the actual quote called it '… https://t.co/Gp7Y9eMPr6",100,CNN
-0.4404,0.132,0.868,0.0,Mon Jan 08 22:30:40 +0000 2018,".@kimguilfoyle on attacks on @POTUS' 'mental fitness': ""So, how did he get into the @WhiteHouse?...He did all the d… https://t.co/jmCzJc0iQg",1,FoxNews
0.2263,0.134,0.671,0.195,Mon Jan 08 22:23:03 +0000 2018,.@NAACP calls for 'snowflake' protest against #Trump at College Football Championship https://t.co/YWhjZSbCYI,2,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 22:15:05 +0000 2018,"TONIGHT: @WhiteHouse Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Tonight.""… https://t.co/DP4EMb8bR1",3,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 22:14:02 +0000 2018,"During remarks at the American Farm Bureau Federation Convention in Nashville, TN, @POTUS had this to say about the… https://t.co/jRlotgffoa",4,FoxNews
0.7311,0.0,0.745,0.255,Mon Jan 08 22:08:53 +0000 2018,".@POTUS: ""We are witnessing a new era of patriotism, prosperity, and pride, and at the forefront of this exciting n… https://t.co/xDfBlAxOH0",5,FoxNews
-0.3182,0.15,0.85,0.0,Mon Jan 08 22:08:12 +0000 2018,.@TheJusticeDept official who concealed meetings with #Trump dossier figures loses another job title https://t.co/vTkII3kbDG,6,FoxNews
-0.1779,0.21,0.641,0.149,Mon Jan 08 22:04:42 +0000 2018,".@POTUS: ""Our task is to preserve the freedom that American soldiers have fought for and died for in every generati… https://t.co/XtYNE2OdmV",7,FoxNews
0.6808,0.0,0.763,0.237,Mon Jan 08 22:00:11 +0000 2018,".@POTUS: ""Every American child deserves to grow up in a safe community and to live a life full of dignity, purpose… https://t.co/FYUnr314Bu",8,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:55:42 +0000 2018,".@POTUS: ""We are going to end chain migration. We are going to end the lottery system, and we are going to build th… https://t.co/8mtpWySRxn",9,FoxNews
0.3182,0.122,0.655,0.223,Mon Jan 08 21:54:14 +0000 2018,"""We're also moving swiftly to bring hope and prosperity to struggling rural communities."" - @POTUS signs two execut… https://t.co/xc836etyby",10,FoxNews
0.0772,0.0,0.925,0.075,Mon Jan 08 21:49:57 +0000 2018,".@POTUS: ""We want to see even more victories for the American farmer and the American rancher."" https://t.co/WVMHftBr3q",11,FoxNews
0.3182,0.0,0.867,0.133,Mon Jan 08 21:48:19 +0000 2018,JUST IN: President #Trump signs two executive orders to expand broadband access in rural areas https://t.co/CdtfA6tAtZ,12,FoxNews
0.4939,0.076,0.763,0.16,Mon Jan 08 21:47:30 +0000 2018,".@POTUS: ""There's plenty of space for people to express their views, and to protest. But we love our flag, we love… https://t.co/RMkA65HhGO",13,FoxNews
0.0258,0.207,0.622,0.17,Mon Jan 08 21:42:51 +0000 2018,".@POTUS: ""We're fighting for our farmers...and we're fighting for our country, and for our great American flag."" https://t.co/MT57vbDEJy",14,FoxNews
-0.4767,0.255,0.745,0.0,Mon Jan 08 21:39:40 +0000 2018,".@POTUS speaking to the American Farm Bureau Federation: ""You are forgotten no more."" https://t.co/IXGscbC3lB",15,FoxNews
-0.807,0.267,0.733,0.0,Mon Jan 08 21:35:21 +0000 2018,".@POTUS: ""You're going to be spared...of the deeply unfair estate tax, known as the 'death tax.' So, you can keep y… https://t.co/BvZCJ0D3wa",16,FoxNews
-0.2732,0.087,0.913,0.0,Mon Jan 08 21:32:50 +0000 2018,".@POTUS: ""Under this new law, the typical family of four earning $75,000 will see an income tax cut of more than $2… https://t.co/kWJ9KtRyrL",17,FoxNews
0.4767,0.0,0.829,0.171,Mon Jan 08 21:28:44 +0000 2018,".@POTUS: ""Republicans came together and delivered historic relief for our farmers and our middle class."" https://t.co/CLkunkhWws",18,FoxNews
0.5719,0.0,0.812,0.188,Mon Jan 08 21:27:30 +0000 2018,".@POTUS: ""We know that our nation was founded by farmers. Our independence was won by farmers."" https://t.co/0TyUtPwyxt",19,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:23:31 +0000 2018,".@POTUS: ""Farmers have always, always, always led the way."" https://t.co/IhdUBGP5ts",20,FoxNews
-0.4404,0.132,0.868,0.0,Mon Jan 08 22:30:40 +0000 2018,".@kimguilfoyle on attacks on @POTUS' 'mental fitness': ""So, how did he get into the @WhiteHouse?...He did all the d… https://t.co/jmCzJc0iQg",21,FoxNews
0.2263,0.134,0.671,0.195,Mon Jan 08 22:23:03 +0000 2018,.@NAACP calls for 'snowflake' protest against #Trump at College Football Championship https://t.co/YWhjZSbCYI,22,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 22:15:05 +0000 2018,"TONIGHT: @WhiteHouse Policy Advisor Stephen Miller speaks to @TuckerCarlson at 8p ET on ""Tucker Carlson Tonight.""… https://t.co/DP4EMb8bR1",23,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 22:14:02 +0000 2018,"During remarks at the American Farm Bureau Federation Convention in Nashville, TN, @POTUS had this to say about the… https://t.co/jRlotgffoa",24,FoxNews
0.7311,0.0,0.745,0.255,Mon Jan 08 22:08:53 +0000 2018,".@POTUS: ""We are witnessing a new era of patriotism, prosperity, and pride, and at the forefront of this exciting n… https://t.co/xDfBlAxOH0",25,FoxNews
-0.3182,0.15,0.85,0.0,Mon Jan 08 22:08:12 +0000 2018,.@TheJusticeDept official who concealed meetings with #Trump dossier figures loses another job title https://t.co/vTkII3kbDG,26,FoxNews
-0.1779,0.21,0.641,0.149,Mon Jan 08 22:04:42 +0000 2018,".@POTUS: ""Our task is to preserve the freedom that American soldiers have fought for and died for in every generati… https://t.co/XtYNE2OdmV",27,FoxNews
0.6808,0.0,0.763,0.237,Mon Jan 08 22:00:11 +0000 2018,".@POTUS: ""Every American child deserves to grow up in a safe community and to live a life full of dignity, purpose… https://t.co/FYUnr314Bu",28,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:55:42 +0000 2018,".@POTUS: ""We are going to end chain migration. We are going to end the lottery system, and we are going to build th… https://t.co/8mtpWySRxn",29,FoxNews
0.3182,0.122,0.655,0.223,Mon Jan 08 21:54:14 +0000 2018,"""We're also moving swiftly to bring hope and prosperity to struggling rural communities."" - @POTUS signs two execut… https://t.co/xc836etyby",30,FoxNews
0.0772,0.0,0.925,0.075,Mon Jan 08 21:49:57 +0000 2018,".@POTUS: ""We want to see even more victories for the American farmer and the American rancher."" https://t.co/WVMHftBr3q",31,FoxNews
0.3182,0.0,0.867,0.133,Mon Jan 08 21:48:19 +0000 2018,JUST IN: President #Trump signs two executive orders to expand broadband access in rural areas https://t.co/CdtfA6tAtZ,32,FoxNews
0.4939,0.076,0.763,0.16,Mon Jan 08 21:47:30 +0000 2018,".@POTUS: ""There's plenty of space for people to express their views, and to protest. But we love our flag, we love… https://t.co/RMkA65HhGO",33,FoxNews
0.0258,0.207,0.622,0.17,Mon Jan 08 21:42:51 +0000 2018,".@POTUS: ""We're fighting for our farmers...and we're fighting for our country, and for our great American flag."" https://t.co/MT57vbDEJy",34,FoxNews
-0.4767,0.255,0.745,0.0,Mon Jan 08 21:39:40 +0000 2018,".@POTUS speaking to the American Farm Bureau Federation: ""You are forgotten no more."" https://t.co/IXGscbC3lB",35,FoxNews
-0.807,0.267,0.733,0.0,Mon Jan 08 21:35:21 +0000 2018,".@POTUS: ""You're going to be spared...of the deeply unfair estate tax, known as the 'death tax.' So, you can keep y… https://t.co/BvZCJ0D3wa",36,FoxNews
-0.2732,0.087,0.913,0.0,Mon Jan 08 21:32:50 +0000 2018,".@POTUS: ""Under this new law, the typical family of four earning $75,000 will see an income tax cut of more than $2… https://t.co/kWJ9KtRyrL",37,FoxNews
0.4767,0.0,0.829,0.171,Mon Jan 08 21:28:44 +0000 2018,".@POTUS: ""Republicans came together and delivered historic relief for our farmers and our middle class."" https://t.co/CLkunkhWws",38,FoxNews
0.5719,0.0,0.812,0.188,Mon Jan 08 21:27:30 +0000 2018,".@POTUS: ""We know that our nation was founded by farmers. Our independence was won by farmers."" https://t.co/0TyUtPwyxt",39,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:23:31 +0000 2018,".@POTUS: ""Farmers have always, always, always led the way."" https://t.co/IhdUBGP5ts",40,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:20:42 +0000 2018,".@POTUS: ""We have been working every day to deliver for America's farmers, just as they work every single day to de… https://t.co/7dgeQgrloK",41,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:18:23 +0000 2018,".@POTUS: ""Here as the state slogan goes: 'We see America at its absolute best,' and you're doing well."" https://t.co/ZXHxuOQtfd",42,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:12:37 +0000 2018,.@POTUS is expected to discuss trade and economic issues in Nashville speech https://t.co/GgIRJCYmPM,43,FoxNews
0.7506,0.0,0.701,0.299,Mon Jan 08 21:09:26 +0000 2018,"""[@realDonaldTrump] is like every politician; he wants to be loved a little bit."" Former Reagan Campaign Manager… https://t.co/7MH993MWk2",44,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 21:04:35 +0000 2018,"TUNE IN: @POTUS to deliver remarks to the American Farm Bureau Federation in Nashville, Tennessee. https://t.co/xCLL1a8GhF",45,FoxNews
-0.6705,0.391,0.609,0.0,Mon Jan 08 20:58:29 +0000 2018,"Washington state deputy killed, prompting massive manhunt https://t.co/pie42JhUZX",46,FoxNews
-0.0772,0.163,0.698,0.14,Mon Jan 08 20:56:58 +0000 2018,Ex-wife of slain NBA player agrees to face Tennessee charges https://t.co/PfuFIwazCG,47,FoxNews
0.4926,0.0,0.834,0.166,Mon Jan 08 20:52:10 +0000 2018,OPINION: Why 2018 could truly be historic for small business (and it's about time!) (via @FoxNewsOpinion) https://t.co/FBYaSIMrSF,48,FoxNews
0.3612,0.0,0.872,0.128,Mon Jan 08 20:31:04 +0000 2018,".@bykowicz on Michael Wolff's book: ""I feel like this is a story that isn't going away anytime soon.""… https://t.co/bheE3VUuyL",49,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 20:27:54 +0000 2018,Former #Trump administration officials: Where are they now? https://t.co/DjEVSzXxUH,50,FoxNews
-0.5719,0.239,0.761,0.0,Mon Jan 08 20:26:04 +0000 2018,Trump org attorneys slam ultra-luxe NYC condo building for trying to drop #Trump name from doorway https://t.co/XLmX7yx19q,51,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 20:23:54 +0000 2018,"Texas A&amp;M football reporter Courtney Roland found unharmed, police say https://t.co/MfMns0ftXX",52,FoxNews
-0.2263,0.137,0.863,0.0,Mon Jan 08 20:22:37 +0000 2018,'Fixer Upper' star @joannagaines demands $150K to take part in lawsuit deposition https://t.co/P4ssEry5Dp,53,FoxNews
0.4019,0.0,0.838,0.162,Mon Jan 08 20:16:05 +0000 2018,OPINION: Earmarks - those special taxpayer-funded 'favors' for members of Congress - may be back (via… https://t.co/Afzy5kF4Us,54,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 20:12:35 +0000 2018,.@POTUS arrives in Nashville for speech to American Farm Bureau Federation https://t.co/1pIshXDcDA,55,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 20:08:23 +0000 2018,"#Trump lawyers consider possible interview of president by Mueller team, @johnrobertsFox reports… https://t.co/eLMWu342rk",56,FoxNews
-0.3182,0.15,0.85,0.0,Mon Jan 08 20:03:50 +0000 2018,DOJ official who concealed meetings with #Trump dossier figures loses another job title https://t.co/lW2kqSSLDc,57,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 19:57:14 +0000 2018,.@KatTimpf Teaches Her Own 'Masterclass': How to Be a Cable News Pundit https://t.co/xrxY2tJ1E4,58,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 19:53:32 +0000 2018,.@Judgenap: Mueller Believes Manafort Will Roll Over on President #Trump https://t.co/BgvGb1uQRr,59,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 19:52:48 +0000 2018,"OPINION: @SteveHiltonx: Say goodbye to Alexa and Siri, resist the temptations of Google Home and make your life mor… https://t.co/apem8SGEgP",60,FoxNews
-0.2732,0.16,0.84,0.0,Mon Jan 08 19:48:30 +0000 2018,"All charges against rancher Cliven Bundy, three others are dismissed https://t.co/Ln4b9FVDPj https://t.co/SPtuUT77It",61,FoxNews
-0.7906,0.438,0.562,0.0,Mon Jan 08 19:45:16 +0000 2018,"3 dead, 1 injured in apparent murder-suicide at Texas resort, police say https://t.co/ZVDV2PPINg",62,FoxNews
0.7783,0.0,0.726,0.274,Mon Jan 08 19:43:05 +0000 2018,"""DRAIN THE PUTT"": A @ClemsonUniv student made the crowd erupt into cheers after he sank a 94-foot putt and won $10,… https://t.co/8keK8wnWI2",63,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 19:42:29 +0000 2018,WikiLeaks tweets then deletes link to text of new #Trump book https://t.co/M6qoYwYFDX,64,FoxNews
-0.4588,0.167,0.833,0.0,Mon Jan 08 19:37:47 +0000 2018,OPINION: @RepMikeTurner: The Obama-era neglect of our military must come to an end (via @FoxNewsOpinion) https://t.co/75TTTDusqA,65,FoxNews
-0.9349,0.504,0.496,0.0,Mon Jan 08 19:34:27 +0000 2018,"MS-13 gang member who stabbed 15-year-old girl 13 times, sliced off tattoo pleads guilty to brutal killing https://t.co/Q2DCwPSwnF",66,FoxNews
0.3182,0.0,0.892,0.108,Mon Jan 08 19:31:05 +0000 2018,"Marie Harf on celebrities dubbing @Oprah 'our future president': ""All of these old rules about what is acceptable d… https://t.co/u1kD0945EA",67,FoxNews
-0.3612,0.254,0.578,0.168,Mon Jan 08 19:27:54 +0000 2018,"JUST IN: @MittRomney treated over summer for prostate cancer, prognosis good https://t.co/jd6xzQSTlu",68,FoxNews
0.4019,0.0,0.856,0.144,Mon Jan 08 19:27:06 +0000 2018,".@HolmesJosh on celebrities dubbing @Oprah 'our future president':  ""What you're looking at is a Democratic Party t… https://t.co/BCVlfP4upG",69,FoxNews
-0.612,0.267,0.733,0.0,Mon Jan 08 19:20:08 +0000 2018,"It's Kim Jong Un's birthday (probably), but North Koreans aren't celebrating https://t.co/LW21Oue5zE",70,FoxNews
0.5574,0.0,0.753,0.247,Mon Jan 08 19:14:56 +0000 2018,Hero whale saves snorkeler from tiger shark in the Pacific Ocean https://t.co/62h0QMnvo4,71,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 19:11:48 +0000 2018,".@RepLizCheney: ""One of the things you can count on with this president is he's not going to be somebody who agrees… https://t.co/KfZR7Lhzmo",72,FoxNews
-0.8442,0.503,0.497,0.0,Mon Jan 08 19:05:46 +0000 2018,Richie Incognito accused of using 'weak racist slurs' during Jacksonville game https://t.co/q3dpnXyCLP,73,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 18:59:40 +0000 2018,Marchesa designs absent from #GoldenGlobes red carpet https://t.co/dAEeZ8GHo4,74,FoxNews
0.0,0.0,1.0,0.0,Mon Jan 08 18:56:36 +0000 2018,#Trump administration ends TPS for El Salvador immigrants: What are these temporary protections? https://t.co/Vey7kLfQvU,75,FoxNews
0.3182,0.0,0.874,0.126,Mon Jan 08 18:53:08 +0000 2018,Loretta Lynn's sister Crystal Gayle asks fans to pray for country legend after Lynn breaks hip https://t.co/uSQySDyu6n,76,FoxNews
-0.765,0.458,0.542,0.0,Mon Jan 08 18:51:09 +0000 2018,Dem-ordered study to expose illegal online gun sales backfires (via @brookefoxnews) https://t.co/qdH76Yc711,77,FoxNews
